Red,Green,Blue,RedRatio,GreenRatio,BlueRatio,Class
11,8,8,0.407,0.296,0.296,0
12,9,9,0.400,0.300,0.300,0
13,11,9,0.394,0.333,0.273,0
13,11,9,0.394,0.333,0.273,0
13,11,9,0.394,0.333,0.273,0
13,12,9,0.382,0.353,0.265,0
13,11,9,0.394,0.333,0.273,0
13,11,8,0.406,0.344,0.250,0
12,11,8,0.387,0.355,0.258,0
12,11,8,0.387,0.355,0.258,0
13,11,8,0.406,0.344,0.250,0
14,13,9,0.389,0.361,0.250,0
16,15,11,0.381,0.357,0.262,0
18,17,13,0.375,0.354,0.271,0
20,20,15,0.364,0.364,0.273,0
21,21,17,0.356,0.356,0.288,0
22,22,17,0.361,0.361,0.279,0
22,23,18,0.349,0.365,0.286,0
23,23,19,0.354,0.354,0.292,0
23,24,19,0.348,0.364,0.288,0
22,23,19,0.344,0.359,0.297,0
22,22,18,0.355,0.355,0.290,0
22,23,18,0.349,0.365,0.286,0
21,22,17,0.350,0.367,0.283,0
20,21,17,0.345,0.362,0.293,0
21,22,18,0.344,0.361,0.295,0
22,24,19,0.338,0.369,0.292,0
23,25,20,0.338,0.368,0.294,0
24,26,21,0.338,0.366,0.296,0
24,26,21,0.338,0.366,0.296,0
24,27,22,0.329,0.370,0.301,0
23,25,20,0.338,0.368,0.294,0
22,24,19,0.338,0.369,0.292,0
23,24,18,0.354,0.369,0.277,0
27,27,19,0.370,0.370,0.260,0
30,30,21,0.370,0.370,0.259,0
31,30,20,0.383,0.370,0.247,0
29,28,19,0.382,0.368,0.250,0
26,26,18,0.371,0.371,0.257,0
25,25,17,0.373,0.373,0.254,0
25,24,16,0.385,0.369,0.246,0
24,24,16,0.375,0.375,0.250,0
23,23,15,0.377,0.377,0.246,0
22,22,14,0.379,0.379,0.241,0
21,21,13,0.382,0.382,0.236,0
20,20,13,0.377,0.377,0.245,0
20,20,13,0.377,0.377,0.245,0
19,19,12,0.380,0.380,0.240,0
18,18,12,0.375,0.375,0.250,0
18,18,12,0.375,0.375,0.250,0
17,17,11,0.378,0.378,0.244,0
16,16,10,0.381,0.381,0.238,0
16,15,10,0.390,0.366,0.244,0
15,15,10,0.375,0.375,0.250,0
15,14,9,0.395,0.368,0.237,0
14,13,9,0.389,0.361,0.250,0
14,13,8,0.400,0.371,0.229,0
14,13,8,0.400,0.371,0.229,0
15,13,8,0.417,0.361,0.222,0
15,14,9,0.395,0.368,0.237,0
16,14,9,0.410,0.359,0.231,0
17,15,10,0.405,0.357,0.238,0
18,16,11,0.400,0.356,0.244,0
19,17,11,0.404,0.362,0.234,0
20,18,12,0.400,0.360,0.240,0
21,19,12,0.404,0.365,0.231,0
22,20,13,0.400,0.364,0.236,0
23,21,13,0.404,0.368,0.228,0
24,22,14,0.400,0.367,0.233,0
26,23,15,0.406,0.359,0.234,0
26,24,16,0.394,0.364,0.242,0
27,25,16,0.397,0.368,0.235,0
28,26,17,0.394,0.366,0.239,0
28,27,18,0.384,0.370,0.247,0
29,27,19,0.387,0.360,0.253,0
29,28,19,0.382,0.368,0.250,0
30,29,20,0.380,0.367,0.253,0
30,30,21,0.370,0.370,0.259,0
31,32,22,0.365,0.376,0.259,0
32,33,23,0.364,0.375,0.261,0
32,33,23,0.364,0.375,0.261,0
32,34,24,0.356,0.378,0.267,0
32,35,24,0.352,0.385,0.264,0
32,35,25,0.348,0.380,0.272,0
32,35,25,0.348,0.380,0.272,0
33,36,26,0.347,0.379,0.274,0
32,35,25,0.348,0.380,0.272,0
35,37,26,0.357,0.378,0.265,0
38,40,28,0.358,0.377,0.264,0
41,42,30,0.363,0.372,0.265,0
42,42,30,0.368,0.368,0.263,0
40,40,28,0.370,0.370,0.259,0
36,37,26,0.364,0.374,0.263,0
32,34,25,0.352,0.374,0.275,0
30,33,24,0.345,0.379,0.276,0
29,34,26,0.326,0.382,0.292,0
29,35,27,0.319,0.385,0.297,0
28,36,28,0.304,0.391,0.304,0
28,37,29,0.298,0.394,0.309,0
27,38,31,0.281,0.396,0.323,0
27,40,32,0.273,0.404,0.323,0
27,41,33,0.267,0.406,0.327,0
29,45,36,0.264,0.409,0.327,0
31,48,39,0.263,0.407,0.331,0
33,49,40,0.270,0.402,0.328,0
33,44,37,0.289,0.386,0.325,0
32,39,33,0.308,0.375,0.317,0
29,33,27,0.326,0.371,0.303,0
26,27,21,0.351,0.365,0.284,0
22,21,17,0.367,0.350,0.283,0
20,19,14,0.377,0.358,0.264,0
21,22,17,0.350,0.367,0.283,0
23,29,23,0.307,0.387,0.307,0
25,32,26,0.301,0.386,0.313,0
40,53,46,0.288,0.381,0.331,0
58,69,62,0.307,0.365,0.328,0
84,94,80,0.326,0.364,0.310,0
88,93,77,0.341,0.360,0.298,0
84,87,70,0.349,0.361,0.290,0
83,84,67,0.355,0.359,0.286,0
85,85,66,0.360,0.360,0.280,0
85,84,65,0.363,0.359,0.278,0
86,86,64,0.364,0.364,0.271,0
86,86,64,0.364,0.364,0.271,0
84,87,64,0.357,0.370,0.272,0
83,87,63,0.356,0.373,0.270,0
82,86,63,0.355,0.372,0.273,0
80,85,61,0.354,0.376,0.270,0
79,84,60,0.354,0.377,0.269,0
77,82,60,0.352,0.374,0.274,0
75,81,57,0.352,0.380,0.268,0
75,81,58,0.350,0.379,0.271,0
76,81,58,0.353,0.377,0.270,0
76,81,58,0.353,0.377,0.270,0
78,83,59,0.355,0.377,0.268,0
77,82,59,0.353,0.376,0.271,0
77,82,59,0.353,0.376,0.271,0
76,80,57,0.357,0.376,0.268,0
74,77,55,0.359,0.374,0.267,0
71,74,53,0.359,0.374,0.268,0
67,70,51,0.356,0.372,0.271,0
65,68,50,0.355,0.372,0.273,0
61,63,47,0.357,0.368,0.275,0
57,59,44,0.356,0.369,0.275,0
52,55,41,0.351,0.372,0.277,0
46,49,37,0.348,0.371,0.280,0
35,38,28,0.347,0.376,0.277,0
25,27,20,0.347,0.375,0.278,0
24,24,18,0.364,0.364,0.273,0
23,23,17,0.365,0.365,0.270,0
24,24,17,0.369,0.369,0.262,0
26,26,19,0.366,0.366,0.268,0
28,28,20,0.368,0.368,0.263,0
30,31,22,0.361,0.373,0.265,0
32,33,24,0.360,0.371,0.270,0
33,34,25,0.359,0.370,0.272,0
33,35,26,0.351,0.372,0.277,0
33,35,27,0.347,0.368,0.284,0
33,35,26,0.351,0.372,0.277,0
31,34,27,0.337,0.370,0.293,0
30,34,27,0.330,0.374,0.297,0
27,31,25,0.325,0.373,0.301,0
25,29,23,0.325,0.377,0.299,0
23,26,21,0.329,0.371,0.300,0
21,24,19,0.328,0.375,0.297,0
20,22,18,0.333,0.367,0.300,0
18,19,16,0.340,0.358,0.302,0
17,18,14,0.347,0.367,0.286,0
17,18,13,0.354,0.375,0.271,0
17,17,13,0.362,0.362,0.277,0
16,16,12,0.364,0.364,0.273,0
15,15,11,0.366,0.366,0.268,0
15,14,10,0.385,0.359,0.256,0
15,14,10,0.385,0.359,0.256,0
15,13,9,0.405,0.351,0.243,0
15,13,9,0.405,0.351,0.243,0
15,13,9,0.405,0.351,0.243,0
15,13,8,0.417,0.361,0.222,0
15,12,8,0.429,0.343,0.229,0
15,12,8,0.429,0.343,0.229,0
15,12,8,0.429,0.343,0.229,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,12,8,0.412,0.353,0.235,0
14,13,8,0.400,0.371,0.229,0
14,12,8,0.412,0.353,0.235,0
14,12,7,0.424,0.364,0.212,0
14,12,7,0.424,0.364,0.212,0
13,11,6,0.433,0.367,0.200,0
12,10,6,0.429,0.357,0.214,0
11,9,5,0.440,0.360,0.200,0
10,7,5,0.455,0.318,0.227,0
9,6,4,0.474,0.316,0.211,0
9,5,4,0.500,0.278,0.222,0
9,5,4,0.500,0.278,0.222,0
9,5,4,0.500,0.278,0.222,0
9,6,5,0.450,0.300,0.250,0
9,6,5,0.450,0.300,0.250,0
9,6,5,0.450,0.300,0.250,0
9,6,5,0.450,0.300,0.250,0
9,7,5,0.429,0.333,0.238,0
10,7,6,0.435,0.304,0.261,0
10,8,6,0.417,0.333,0.250,0
10,8,6,0.417,0.333,0.250,0
9,8,7,0.375,0.333,0.292,0
9,8,7,0.375,0.333,0.292,0
9,9,8,0.346,0.346,0.308,0
10,10,9,0.345,0.345,0.310,0
11,11,9,0.355,0.355,0.290,0
11,11,9,0.355,0.355,0.290,0
10,11,9,0.333,0.367,0.300,0
10,10,8,0.357,0.357,0.286,0
10,11,9,0.333,0.367,0.300,0
11,11,9,0.355,0.355,0.290,0
12,12,9,0.364,0.364,0.273,0
13,12,10,0.371,0.343,0.286,0
13,13,10,0.361,0.361,0.278,0
14,14,11,0.359,0.359,0.282,0
15,15,12,0.357,0.357,0.286,0
15,15,11,0.366,0.366,0.268,0
15,15,11,0.366,0.366,0.268,0
16,15,12,0.372,0.349,0.279,0
17,16,12,0.378,0.356,0.267,0
17,16,12,0.378,0.356,0.267,0
16,16,11,0.372,0.372,0.256,0
17,16,11,0.386,0.364,0.250,0
16,16,11,0.372,0.372,0.256,0
15,15,11,0.366,0.366,0.268,0
16,16,11,0.372,0.372,0.256,0
17,17,12,0.370,0.370,0.261,0
19,19,13,0.373,0.373,0.255,0
20,20,14,0.370,0.370,0.259,0
22,23,16,0.361,0.377,0.262,0
24,24,17,0.369,0.369,0.262,0
26,26,18,0.371,0.371,0.257,0
27,28,19,0.365,0.378,0.257,0
29,29,20,0.372,0.372,0.256,0
30,30,20,0.375,0.375,0.250,0
31,31,21,0.373,0.373,0.253,0
32,32,22,0.372,0.372,0.256,0
34,34,23,0.374,0.374,0.253,0
39,40,28,0.364,0.374,0.262,0
46,47,33,0.365,0.373,0.262,0
50,52,36,0.362,0.377,0.261,0
55,57,40,0.362,0.375,0.263,0
59,60,42,0.366,0.373,0.261,0
61,62,43,0.367,0.373,0.259,0
64,66,46,0.364,0.375,0.261,0
68,69,49,0.366,0.371,0.263,0
70,71,50,0.366,0.372,0.262,0
72,73,52,0.365,0.371,0.264,0
70,71,49,0.368,0.374,0.258,0
66,67,47,0.367,0.372,0.261,0
60,60,41,0.373,0.373,0.255,0
49,49,33,0.374,0.374,0.252,0
39,39,26,0.375,0.375,0.250,0
32,31,21,0.381,0.369,0.250,0
27,26,17,0.386,0.371,0.243,0
25,23,16,0.391,0.359,0.250,0
23,22,15,0.383,0.367,0.250,0
22,20,14,0.393,0.357,0.250,0
21,20,13,0.389,0.370,0.241,0
21,19,13,0.396,0.358,0.245,0
20,18,12,0.400,0.360,0.240,0
20,19,12,0.392,0.373,0.235,0
20,18,12,0.400,0.360,0.240,0
19,17,11,0.404,0.362,0.234,0
18,16,11,0.400,0.356,0.244,0
17,15,10,0.405,0.357,0.238,0
16,14,10,0.400,0.350,0.250,0
16,14,10,0.400,0.350,0.250,0
15,13,10,0.395,0.342,0.263,0
17,15,11,0.395,0.349,0.256,0
19,17,13,0.388,0.347,0.265,0
20,18,14,0.385,0.346,0.269,0
22,21,16,0.373,0.356,0.271,0
25,24,19,0.368,0.353,0.279,0
29,28,22,0.367,0.354,0.278,0
32,31,24,0.368,0.356,0.276,0
34,34,26,0.362,0.362,0.277,0
37,37,28,0.363,0.363,0.275,0
40,40,30,0.364,0.364,0.273,0
39,40,29,0.361,0.370,0.269,0
40,40,29,0.367,0.367,0.266,0
38,38,27,0.369,0.369,0.262,0
33,33,23,0.371,0.371,0.258,0
33,32,22,0.379,0.368,0.253,0
32,30,21,0.386,0.361,0.253,0
29,28,18,0.387,0.373,0.240,0
45,45,31,0.372,0.372,0.256,0
47,47,32,0.373,0.373,0.254,0
48,48,32,0.375,0.375,0.250,0
61,62,43,0.367,0.373,0.259,0
54,54,36,0.375,0.375,0.250,0
55,56,37,0.372,0.378,0.250,0
57,57,39,0.373,0.373,0.255,0
56,57,38,0.371,0.377,0.252,0
56,57,37,0.373,0.380,0.247,0
64,66,44,0.368,0.379,0.253,0
68,70,47,0.368,0.378,0.254,0
72,74,49,0.369,0.379,0.251,0
75,78,52,0.366,0.380,0.254,0
74,76,50,0.370,0.380,0.250,0
80,83,55,0.367,0.381,0.252,0
82,84,55,0.371,0.380,0.249,0
83,85,56,0.371,0.379,0.250,0
88,91,58,0.371,0.384,0.245,0
90,92,59,0.373,0.382,0.245,0
90,92,59,0.373,0.382,0.245,0
92,93,60,0.376,0.380,0.245,0
97,97,62,0.379,0.379,0.242,0
90,90,58,0.378,0.378,0.244,0
86,85,55,0.381,0.376,0.243,0
72,70,45,0.385,0.374,0.241,0
66,63,40,0.391,0.373,0.237,0
59,55,34,0.399,0.372,0.230,0
54,49,30,0.406,0.368,0.226,0
51,46,28,0.408,0.368,0.224,0
51,45,28,0.411,0.363,0.226,0
56,50,31,0.409,0.365,0.226,0
55,49,30,0.410,0.366,0.224,0
52,46,28,0.413,0.365,0.222,0
57,51,31,0.410,0.367,0.223,0
55,50,30,0.407,0.370,0.222,0
53,49,29,0.405,0.374,0.221,0
52,48,28,0.406,0.375,0.219,0
49,46,27,0.402,0.377,0.221,0
50,49,28,0.394,0.386,0.220,0
50,49,28,0.394,0.386,0.220,0
48,46,27,0.397,0.380,0.223,0
44,42,24,0.400,0.382,0.218,0
39,37,21,0.402,0.381,0.216,0
36,34,20,0.400,0.378,0.222,0
32,31,18,0.395,0.383,0.222,0
32,30,18,0.400,0.375,0.225,0
32,31,18,0.395,0.383,0.222,0
34,33,19,0.395,0.384,0.221,0
37,37,22,0.385,0.385,0.229,0
46,45,27,0.390,0.381,0.229,0
53,52,30,0.393,0.385,0.222,0
55,53,32,0.393,0.379,0.229,0
59,58,35,0.388,0.382,0.230,0
62,61,37,0.387,0.381,0.231,0
66,64,41,0.386,0.374,0.240,0
69,68,43,0.383,0.378,0.239,0
70,68,43,0.387,0.376,0.238,0
67,64,41,0.390,0.372,0.238,0
66,62,40,0.393,0.369,0.238,0
64,61,39,0.390,0.372,0.238,0
65,62,40,0.389,0.371,0.240,0
67,62,41,0.394,0.365,0.241,0
68,63,41,0.395,0.366,0.238,0
71,67,44,0.390,0.368,0.242,0
72,67,44,0.393,0.366,0.240,0
73,68,44,0.395,0.368,0.238,0
78,72,47,0.396,0.365,0.239,0
90,83,55,0.395,0.364,0.241,0
101,94,60,0.396,0.369,0.235,0
108,100,63,0.399,0.369,0.232,0
111,102,64,0.401,0.368,0.231,0
108,98,61,0.404,0.367,0.228,0
100,90,57,0.405,0.364,0.231,0
94,85,53,0.405,0.366,0.228,0
93,83,52,0.408,0.364,0.228,0
89,80,50,0.406,0.365,0.228,0
89,81,50,0.405,0.368,0.227,0
89,81,50,0.405,0.368,0.227,0
90,83,50,0.404,0.372,0.224,0
90,84,51,0.400,0.373,0.227,0
89,84,50,0.399,0.377,0.224,0
86,82,49,0.396,0.378,0.226,0
86,83,49,0.394,0.381,0.225,0
83,80,47,0.395,0.381,0.224,0
83,79,47,0.397,0.378,0.225,0
83,79,47,0.397,0.378,0.225,0
81,76,45,0.401,0.376,0.223,0
82,77,46,0.400,0.376,0.224,0
84,78,46,0.404,0.375,0.221,0
85,78,47,0.405,0.371,0.224,0
91,83,50,0.406,0.371,0.223,0
93,85,52,0.404,0.370,0.226,0
93,83,52,0.408,0.364,0.228,0
88,79,50,0.406,0.364,0.230,0
80,72,46,0.404,0.364,0.232,0
74,67,44,0.400,0.362,0.238,0
65,60,39,0.396,0.366,0.238,0
64,59,38,0.398,0.366,0.236,0
64,58,37,0.403,0.365,0.233,0
62,56,35,0.405,0.366,0.229,0
67,60,37,0.409,0.366,0.226,0
68,61,38,0.407,0.365,0.228,0
75,68,42,0.405,0.368,0.227,0
79,71,45,0.405,0.364,0.231,0
88,81,52,0.398,0.367,0.235,0
88,84,54,0.389,0.372,0.239,0
87,85,55,0.383,0.374,0.242,0
80,80,53,0.376,0.376,0.249,0
74,74,49,0.376,0.376,0.249,0
65,64,43,0.378,0.372,0.250,0
57,54,35,0.390,0.370,0.240,0
48,44,28,0.400,0.367,0.233,0
41,37,22,0.410,0.370,0.220,0
40,36,22,0.408,0.367,0.224,0
37,32,20,0.416,0.360,0.225,0
38,33,20,0.418,0.363,0.220,0
38,33,21,0.413,0.359,0.228,0
40,36,23,0.404,0.364,0.232,0
37,33,22,0.402,0.359,0.239,0
38,35,22,0.400,0.368,0.232,0
45,42,27,0.395,0.368,0.237,0
46,47,30,0.374,0.382,0.244,0
43,46,29,0.364,0.390,0.246,0
39,41,26,0.368,0.387,0.245,0
35,37,23,0.368,0.389,0.242,0
30,31,19,0.375,0.387,0.237,0
28,29,19,0.368,0.382,0.250,0
25,27,18,0.357,0.386,0.257,0
23,25,17,0.354,0.385,0.262,0
23,24,17,0.359,0.375,0.266,0
22,23,16,0.361,0.377,0.262,0
21,22,16,0.356,0.373,0.271,0
21,20,15,0.375,0.357,0.268,0
22,19,15,0.393,0.339,0.268,0
22,20,15,0.386,0.351,0.263,0
23,20,15,0.397,0.345,0.259,0
24,21,15,0.400,0.350,0.250,0
25,22,16,0.397,0.349,0.254,0
26,24,17,0.388,0.358,0.254,0
27,26,18,0.380,0.366,0.254,0
29,29,20,0.372,0.372,0.256,0
32,32,22,0.372,0.372,0.256,0
34,34,23,0.374,0.374,0.253,0
35,36,24,0.368,0.379,0.253,0
36,37,25,0.367,0.378,0.255,0
37,38,26,0.366,0.376,0.257,0
37,39,27,0.359,0.379,0.262,0
37,39,27,0.359,0.379,0.262,0
36,38,27,0.356,0.376,0.267,0
36,38,27,0.356,0.376,0.267,0
36,37,26,0.364,0.374,0.263,0
35,36,26,0.361,0.371,0.268,0
36,37,26,0.364,0.374,0.263,0
37,37,26,0.370,0.370,0.260,0
40,39,28,0.374,0.364,0.262,0
42,42,29,0.372,0.372,0.257,0
43,43,30,0.371,0.371,0.259,0
43,44,30,0.368,0.376,0.256,0
41,43,29,0.363,0.381,0.257,0
41,42,29,0.366,0.375,0.259,0
45,46,32,0.366,0.374,0.260,0
47,48,33,0.367,0.375,0.258,0
51,51,36,0.370,0.370,0.261,0
54,54,39,0.367,0.367,0.265,0
55,55,39,0.369,0.369,0.262,0
58,58,41,0.369,0.369,0.261,0
59,60,42,0.366,0.373,0.261,0
61,61,42,0.372,0.372,0.256,0
61,63,43,0.365,0.377,0.257,0
62,64,44,0.365,0.376,0.259,0
61,63,42,0.367,0.380,0.253,0
59,62,41,0.364,0.383,0.253,0
56,59,39,0.364,0.383,0.253,0
46,49,31,0.365,0.389,0.246,0
33,35,21,0.371,0.393,0.236,0
25,23,14,0.403,0.371,0.226,0
25,25,15,0.385,0.385,0.231,0
26,26,16,0.382,0.382,0.235,0
30,31,20,0.370,0.383,0.247,0
34,36,24,0.362,0.383,0.255,0
34,37,25,0.354,0.385,0.260,0
32,35,24,0.352,0.385,0.264,0
29,31,21,0.358,0.383,0.259,0
26,28,19,0.356,0.384,0.260,0
24,26,18,0.353,0.382,0.265,0
22,24,16,0.355,0.387,0.258,0
21,22,15,0.362,0.379,0.259,0
20,20,14,0.370,0.370,0.259,0
19,19,13,0.373,0.373,0.255,0
18,18,12,0.375,0.375,0.250,0
17,16,11,0.386,0.364,0.250,0
16,15,11,0.381,0.357,0.262,0
15,14,10,0.385,0.359,0.256,0
15,13,10,0.395,0.342,0.263,0
15,13,9,0.405,0.351,0.243,0
14,12,9,0.400,0.343,0.257,0
14,12,9,0.400,0.343,0.257,0
14,13,9,0.389,0.361,0.250,0
15,13,9,0.405,0.351,0.243,0
15,13,9,0.405,0.351,0.243,0
15,13,9,0.405,0.351,0.243,0
15,13,9,0.405,0.351,0.243,0
15,13,9,0.405,0.351,0.243,0
15,13,10,0.395,0.342,0.263,0
15,14,10,0.385,0.359,0.256,0
16,14,11,0.390,0.341,0.268,0
17,16,12,0.378,0.356,0.267,0
18,17,13,0.375,0.354,0.271,0
18,18,13,0.367,0.367,0.265,0
18,18,13,0.367,0.367,0.265,0
17,17,12,0.370,0.370,0.261,0
17,17,12,0.370,0.370,0.261,0
16,16,11,0.372,0.372,0.256,0
16,15,11,0.381,0.357,0.262,0
16,15,11,0.381,0.357,0.262,0
16,15,11,0.381,0.357,0.262,0
17,16,11,0.386,0.364,0.250,0
19,17,12,0.396,0.354,0.250,0
20,18,12,0.400,0.360,0.240,0
22,19,13,0.407,0.352,0.241,0
23,20,14,0.404,0.351,0.246,0
25,22,15,0.403,0.355,0.242,0
25,23,16,0.391,0.359,0.250,0
27,24,17,0.397,0.353,0.250,0
25,25,17,0.373,0.373,0.254,0
24,24,17,0.369,0.369,0.262,0
24,24,17,0.369,0.369,0.262,0
24,24,17,0.369,0.369,0.262,0
25,25,18,0.368,0.368,0.265,0
26,26,18,0.371,0.371,0.257,0
26,26,19,0.366,0.366,0.268,0
27,27,20,0.365,0.365,0.270,0
28,28,20,0.368,0.368,0.263,0
29,29,21,0.367,0.367,0.266,0
29,29,21,0.367,0.367,0.266,0
29,29,21,0.367,0.367,0.266,0
29,29,22,0.363,0.363,0.275,0
30,30,23,0.361,0.361,0.277,0
30,31,23,0.357,0.369,0.274,0
30,31,23,0.357,0.369,0.274,0
29,31,23,0.349,0.373,0.277,0
28,31,21,0.350,0.387,0.262,0
30,32,22,0.357,0.381,0.262,0
34,35,24,0.366,0.376,0.258,0
38,37,26,0.376,0.366,0.257,0
37,36,25,0.378,0.367,0.255,0
35,34,25,0.372,0.362,0.266,0
